year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2022,8,5,740,730,10,1029,1038,-9,DL,373,N3767,JFK,FLL,137,1069,7,30,2022-08-05T07:00:00Z
2022,8,5,740,600,100,844,712,92,B6,51,N368JB,LGA,BOS,43,184,6,0,2022-08-05T06:00:00Z
2022,8,5,742,730,12,957,955,2,B6,201,N827JB,JFK,JAX,114,828,7,30,2022-08-05T07:00:00Z
2022,8,5,749,752,-3,1027,1058,-31,UA,439,N27256,EWR,MIA,139,1085,7,52,2022-08-05T07:00:00Z
2022,8,5,749,755,-6,928,919,9,YX,841,N642RW,EWR,PWM,62,284,7,55,2022-08-05T07:00:00Z
2022,8,5,751,759,-8,1005,1020,-15,UA,673,N24212,LGA,DEN,208,1620,7,59,2022-08-05T07:00:00Z
2022,8,5,753,1459,1014,945,1708,997,YX,985,N120HQ,JFK,CMH,74,483,14,59,2022-08-05T14:00:00Z
2022,8,5,755,759,-4,1044,1102,-18,UA,614,N27263,EWR,RSW,147,1068,7,59,2022-08-05T07:00:00Z
2022,8,5,756,800,-4,909,916,-7,B6,148,N284JB,JFK,PWM,51,273,8,0,2022-08-05T08:00:00Z
2022,8,5,756,759,-3,1003,1004,-1,UA,586,N803UA,EWR,MSY,146,1167,7,59,2022-08-05T07:00:00Z
2022,8,5,756,759,-3,932,945,-13,YX,873,N111HQ,LGA,RDU,71,431,7,59,2022-08-05T07:00:00Z
2022,8,5,756,759,-3,859,921,-22,YX,805,N729YX,EWR,BOS,44,200,7,59,2022-08-05T07:00:00Z
2022,8,5,757,800,-3,923,950,-27,9E,1087,N678CA,JFK,RDU,66,427,8,0,2022-08-05T08:00:00Z
2022,8,5,757,630,87,918,809,69,9E,1184,N349PQ,LGA,RDU,66,431,6,30,2022-08-05T06:00:00Z
2022,8,5,757,759,-2,1010,1009,1,YX,991,N117HQ,LGA,CVG,106,585,7,59,2022-08-05T07:00:00Z
2022,8,5,758,800,-2,940,1000,-20,DL,227,N315DN,LGA,MSP,143,1020,8,0,2022-08-05T08:00:00Z
2022,8,5,800,800,0,1002,1029,-27,DL,323,N721TW,JFK,LAS,274,2248,8,0,2022-08-05T08:00:00Z
2022,8,5,801,800,1,949,1030,-41,DL,734,N838DN,JFK,DEN,204,1626,8,0,2022-08-05T08:00:00Z
2022,8,5,801,800,1,927,938,-11,UA,633,N848UA,LGA,ORD,112,733,8,0,2022-08-05T08:00:00Z
2022,8,5,801,759,2,1028,1022,6,UA,177,N27258,EWR,LAS,278,2227,7,59,2022-08-05T07:00:00Z
2022,8,5,803,807,-4,949,1015,-26,9E,1114,N925XJ,LGA,CLT,79,544,8,7,2022-08-05T08:00:00Z
2022,8,5,803,805,-2,946,1011,-25,AA,732,N561UW,LGA,CLT,79,544,8,5,2022-08-05T08:00:00Z
2022,8,5,803,805,-2,907,921,-14,AA,338,N117AN,JFK,BOS,39,187,8,5,2022-08-05T08:00:00Z
2022,8,5,803,810,-7,1344,1302,42,UA,9,N684UA,EWR,OGG,619,4904,8,10,2022-08-05T08:00:00Z
2022,8,5,803,759,4,948,1003,-15,YX,880,N414YX,LGA,MSP,143,1020,7,59,2022-08-05T07:00:00Z
2022,8,5,804,800,4,922,920,2,YX,1206,N219YX,LGA,BOS,40,184,8,0,2022-08-05T08:00:00Z
2022,8,5,805,805,0,1207,1203,4,DL,187,N863DN,JFK,SJU,219,1598,8,5,2022-08-05T08:00:00Z
2022,8,5,805,805,0,1031,1052,-21,UA,605,N33714,EWR,SAT,185,1569,8,5,2022-08-05T08:00:00Z
2022,8,5,806,800,6,1010,1030,-20,DL,264,N702TW,JFK,ATL,100,760,8,0,2022-08-05T08:00:00Z
2022,8,5,806,815,-9,901,931,-30,B6,78,N373JB,LGA,BOS,40,184,8,15,2022-08-05T08:00:00Z
2022,8,5,808,1759,849,936,2004,812,YX,1255,N878RW,LGA,CLE,62,419,17,59,2022-08-05T17:00:00Z
2022,8,5,810,810,0,1039,1113,-34,DL,192,N336NW,JFK,AUS,189,1521,8,10,2022-08-05T08:00:00Z
2022,8,5,810,810,0,916,932,-16,B6,42,N348JB,JFK,ROC,48,264,8,10,2022-08-05T08:00:00Z
2022,8,5,811,812,-1,1024,1030,-6,B6,82,N353JB,LGA,JAX,113,833,8,12,2022-08-05T08:00:00Z
2022,8,5,811,805,6,931,928,3,B6,712,N229JB,JFK,BUF,52,301,8,5,2022-08-05T08:00:00Z
2022,8,5,812,815,-3,1041,1106,-25,AA,459,N804NN,EWR,DFW,178,1372,8,15,2022-08-05T08:00:00Z
2022,8,5,813,807,6,937,955,-18,B6,324,N592JB,JFK,ORD,114,740,8,7,2022-08-05T08:00:00Z
2022,8,5,815,815,0,1042,1056,-14,UA,492,N69813,EWR,IAH,172,1400,8,15,2022-08-05T08:00:00Z
2022,8,5,818,820,-2,939,947,-8,YX,879,N405YX,JFK,DCA,53,213,8,20,2022-08-05T08:00:00Z
2022,8,5,819,820,-1,1052,1111,-19,AA,608,N918NN,JFK,DFW,178,1391,8,20,2022-08-05T08:00:00Z
2022,8,5,820,710,70,1047,1008,39,DL,691,N132DU,LGA,PBI,133,1035,7,10,2022-08-05T07:00:00Z
2022,8,5,821,825,-4,945,952,-7,YX,926,N138HQ,LGA,RIC,57,292,8,25,2022-08-05T08:00:00Z
2022,8,5,821,830,-9,935,953,-18,YX,976,N126HQ,LGA,ORF,52,296,8,30,2022-08-05T08:00:00Z
2022,8,5,822,825,-3,1016,1046,-30,9E,956,N137EV,LGA,IND,93,660,8,25,2022-08-05T08:00:00Z
2022,8,5,823,630,113,1045,907,98,UA,646,N783UA,EWR,LAX,286,2454,6,30,2022-08-05T06:00:00Z
2022,8,5,824,820,4,1052,1117,-25,B6,114,N658JB,JFK,TPA,130,1005,8,20,2022-08-05T08:00:00Z
2022,8,5,825,830,-5,1018,1046,-28,9E,1138,N935XJ,JFK,CLT,81,541,8,30,2022-08-05T08:00:00Z
2022,8,5,826,730,56,948,905,43,DL,698,N104DU,LGA,ORD,110,733,7,30,2022-08-05T07:00:00Z
2022,8,5,826,830,-4,930,959,-29,9E,960,N538CA,JFK,BNA,108,765,8,30,2022-08-05T08:00:00Z
2022,8,5,827,700,87,951,833,78,9E,1193,N490PX,LGA,PIT,52,335,7,0,2022-08-05T07:00:00Z
2022,8,5,827,829,-2,1051,1115,-24,AA,334,N989NN,LGA,DFW,178,1389,8,29,2022-08-05T08:00:00Z
2022,8,5,827,829,-2,1001,1019,-18,B6,59,N712JB,JFK,RDU,67,427,8,29,2022-08-05T08:00:00Z
2022,8,5,827,829,-2,1003,1031,-28,UA,504,N420UA,EWR,MYR,76,550,8,29,2022-08-05T08:00:00Z
2022,8,5,829,830,-1,1021,1030,-9,DL,390,N347NB,JFK,MSP,145,1029,8,30,2022-08-05T08:00:00Z
2022,8,5,830,830,0,930,954,-24,YX,1269,N880RW,LGA,DCA,44,214,8,30,2022-08-05T08:00:00Z
2022,8,5,830,830,0,1108,1114,-6,YX,1287,N242JQ,JFK,JAX,126,828,8,30,2022-08-05T08:00:00Z
2022,8,5,831,835,-4,1115,1153,-38,B6,559,N981JT,JFK,SFO,321,2586,8,35,2022-08-05T08:00:00Z
2022,8,5,833,835,-2,940,1008,-28,9E,1132,N904XJ,LGA,ORF,48,296,8,35,2022-08-05T08:00:00Z
2022,8,5,833,830,3,1052,1133,-41,DL,86,N706TW,JFK,SAN,301,2446,8,30,2022-08-05T08:00:00Z
2022,8,5,834,759,35,951,927,24,UA,686,N39418,EWR,ORD,108,719,7,59,2022-08-05T07:00:00Z
2022,8,5,834,835,-1,1058,1125,-27,UA,428,N17002,EWR,LAX,283,2454,8,35,2022-08-05T08:00:00Z
2022,8,5,835,829,6,1034,1040,-6,DL,564,N3742C,EWR,ATL,98,746,8,29,2022-08-05T08:00:00Z
2022,8,5,835,830,5,1035,1057,-22,9E,944,N132EV,LGA,SAV,100,722,8,30,2022-08-05T08:00:00Z
2022,8,5,836,830,6,1059,1132,-33,DL,642,N105DU,JFK,DFW,177,1391,8,30,2022-08-05T08:00:00Z
2022,8,5,839,835,4,1004,1037,-33,9E,984,N134EV,LGA,MEM,129,963,8,35,2022-08-05T08:00:00Z
2022,8,5,839,830,9,1013,1029,-16,9E,1091,N922XJ,LGA,GSO,66,461,8,30,2022-08-05T08:00:00Z
2022,8,5,839,840,-1,1123,1145,-22,UA,203,N77022,EWR,SFO,320,2565,8,40,2022-08-05T08:00:00Z
2022,8,5,840,820,20,1015,1022,-7,UA,349,N26952,EWR,DEN,188,1605,8,20,2022-08-05T08:00:00Z
2022,8,5,841,629,132,1003,759,124,UA,314,N66837,EWR,ORD,107,719,6,29,2022-08-05T06:00:00Z
2022,8,5,842,800,42,1122,1040,42,DL,72,N126DU,LGA,DFW,178,1389,8,0,2022-08-05T08:00:00Z
2022,8,5,843,845,-2,958,1027,-29,DL,664,N131DU,LGA,ORD,106,733,8,45,2022-08-05T08:00:00Z
2022,8,5,844,840,4,1056,1113,-17,YX,904,N440YX,LGA,ATL,109,762,8,40,2022-08-05T08:00:00Z
2022,8,5,845,810,35,957,942,15,9E,1104,N310PQ,JFK,ROC,48,264,8,10,2022-08-05T08:00:00Z
2022,8,5,845,1400,1125,1157,1707,1130,YV,1301,N88325,LGA,IAH,223,1416,14,0,2022-08-05T14:00:00Z
2022,8,5,846,1635,971,1121,2006,915,DL,127,N710TW,JFK,SEA,307,2422,16,35,2022-08-05T16:00:00Z
2022,8,5,846,829,17,1102,1118,-16,UA,244,N17229,EWR,SAN,298,2425,8,29,2022-08-05T08:00:00Z
2022,8,5,847,800,47,1038,1023,15,DL,80,N375DA,LGA,DEN,206,1620,8,0,2022-08-05T08:00:00Z
2022,8,5,850,1656,954,1026,1925,901,UA,626,N76522,LGA,DEN,193,1620,16,56,2022-08-05T16:00:00Z
2022,8,5,850,830,20,1007,1011,-4,YX,810,N740YX,EWR,PIT,53,319,8,30,2022-08-05T08:00:00Z
2022,8,5,852,855,-3,1003,1020,-17,9E,1200,N676CA,JFK,IAD,46,228,8,55,2022-08-05T08:00:00Z
2022,8,5,852,900,-8,1201,1158,3,AS,7,N478AS,EWR,LAX,293,2454,9,0,2022-08-05T09:00:00Z
2022,8,5,853,855,-2,1135,1216,-41,NK,751,N661NK,LGA,MIA,139,1096,8,55,2022-08-05T08:00:00Z
2022,8,5,853,855,-2,1021,1031,-10,9E,1141,N292PQ,JFK,BUF,54,301,8,55,2022-08-05T08:00:00Z
2022,8,5,855,900,-5,1022,1044,-22,9E,1068,N930XJ,JFK,ORD,115,740,9,0,2022-08-05T09:00:00Z
2022,8,5,856,859,-3,1102,1112,-10,YX,790,N736YX,EWR,MCI,156,1092,8,59,2022-08-05T08:00:00Z
2022,8,5,857,900,-3,1142,1222,-40,AA,39,N108NN,JFK,SFO,323,2586,9,0,2022-08-05T09:00:00Z
2022,8,5,857,903,-6,1303,1314,-11,UA,551,N16703,EWR,STT,224,1634,9,3,2022-08-05T09:00:00Z
2022,8,5,857,859,-2,1136,1155,-19,UA,380,N37534,EWR,PDX,318,2434,8,59,2022-08-05T08:00:00Z
2022,8,5,858,700,118,1057,905,112,DL,706,N3768,EWR,ATL,102,746,7,0,2022-08-05T07:00:00Z
2022,8,5,858,900,-2,1137,1200,-23,B6,170,N746JB,EWR,TPA,130,997,9,0,2022-08-05T09:00:00Z
2022,8,5,858,900,-2,1005,1038,-33,UA,183,N456UA,LGA,ORD,107,733,9,0,2022-08-05T09:00:00Z
2022,8,5,859,600,179,1036,754,162,AA,682,N190UW,EWR,CLT,75,529,6,0,2022-08-05T06:00:00Z
2022,8,5,859,900,-1,1120,1155,-35,AS,38,N297AK,JFK,SAN,293,2446,9,0,2022-08-05T09:00:00Z
2022,8,5,901,903,-2,1131,1156,-25,UA,570,N14240,EWR,MCO,127,937,9,3,2022-08-05T09:00:00Z
2022,8,5,902,905,-3,1307,1348,-41,UA,93,N798UA,EWR,HNL,581,4962,9,5,2022-08-05T09:00:00Z
2022,8,5,904,900,4,1142,1200,-18,DL,711,N194DN,JFK,LAX,295,2475,9,0,2022-08-05T09:00:00Z
2022,8,5,904,900,4,1034,1046,-12,9E,1081,N331CA,JFK,PIT,61,340,9,0,2022-08-05T09:00:00Z
2022,8,5,904,845,19,1010,1020,-10,9E,1125,N605LR,LGA,MKE,106,738,8,45,2022-08-05T08:00:00Z
2022,8,5,904,900,4,1136,1150,-14,WN,42,N555LV,LGA,HOU,178,1428,9,0,2022-08-05T09:00:00Z
2022,8,5,905,905,0,1036,1049,-13,9E,1050,N315PQ,LGA,PIT,53,335,9,5,2022-08-05T09:00:00Z
2022,8,5,905,826,39,1159,1135,24,UA,464,N79541,EWR,FLL,138,1065,8,26,2022-08-05T08:00:00Z
2022,8,5,906,915,-9,1115,1110,5,NK,307,N519NK,EWR,MYR,78,550,9,15,2022-08-05T09:00:00Z
2022,8,5,906,800,66,1052,1010,42,9E,1044,N931XJ,JFK,CHS,87,636,8,0,2022-08-05T08:00:00Z
2022,8,5,907,835,32,1020,1019,1,9E,1102,N299PQ,JFK,RIC,55,288,8,35,2022-08-05T08:00:00Z
2022,8,5,907,910,-3,1133,1231,-58,YX,912,N128HQ,LGA,IAH,181,1416,9,10,2022-08-05T09:00:00Z
2022,8,5,908,913,-5,1032,1051,-19,YX,819,N749YX,EWR,BGR,57,393,9,13,2022-08-05T09:00:00Z
2022,8,5,909,915,-6,1010,1040,-30,B6,645,N328JB,LGA,BOS,40,184,9,15,2022-08-05T09:00:00Z
2022,8,5,909,900,9,1049,1046,3,YX,894,N438YX,LGA,CLE,63,419,9,0,2022-08-05T09:00:00Z
2022,8,5,910,755,75,1200,1104,56,B6,621,N775JB,EWR,FLL,138,1065,7,55,2022-08-05T07:00:00Z
2022,8,5,912,850,22,1032,1039,-7,9E,965,N479PX,LGA,RDU,64,431,8,50,2022-08-05T08:00:00Z
2022,8,5,916,900,16,1107,1129,-22,B6,109,N2060J,JFK,LAS,269,2248,9,0,2022-08-05T09:00:00Z
2022,8,5,916,919,-3,1056,1108,-12,YX,762,N731YX,EWR,RDU,65,416,9,19,2022-08-05T09:00:00Z
2022,8,5,918,910,8,1111,1113,-2,9E,1142,N320PQ,LGA,ILM,77,500,9,10,2022-08-05T09:00:00Z
2022,8,5,919,925,-6,1336,1321,15,AA,440,N4005X,JFK,STT,230,1623,9,25,2022-08-05T09:00:00Z
2022,8,5,919,820,59,1154,1119,35,B6,220,N935JB,JFK,LAX,299,2475,8,20,2022-08-05T08:00:00Z
2022,8,5,919,921,-2,1034,1052,-18,YX,803,N722YX,EWR,MKE,105,725,9,21,2022-08-05T09:00:00Z
2022,8,5,922,915,7,1056,1114,-18,YX,1293,N223JQ,LGA,CMH,72,479,9,15,2022-08-05T09:00:00Z
2022,8,5,923,929,-6,1144,1146,-2,YX,905,N437YX,LGA,IND,92,660,9,29,2022-08-05T09:00:00Z
2022,8,5,924,929,-5,1021,1058,-37,YX,786,N979RP,EWR,ALB,31,143,9,29,2022-08-05T09:00:00Z
2022,8,5,925,930,-5,1036,1105,-29,9E,1060,N272PQ,JFK,PWM,45,273,9,30,2022-08-05T09:00:00Z
2022,8,5,926,930,-4,1043,1049,-6,B6,470,N375JB,JFK,BTV,46,266,9,30,2022-08-05T09:00:00Z
2022,8,5,926,930,-4,1122,1157,-35,YX,1256,N228JQ,LGA,SDF,96,659,9,30,2022-08-05T09:00:00Z
2022,8,5,927,915,12,1115,1128,-13,B6,374,N273JB,JFK,CHS,90,636,9,15,2022-08-05T09:00:00Z
2022,8,5,928,929,-1,1101,1135,-34,YX,1214,N878RW,LGA,PNS,133,1030,9,29,2022-08-05T09:00:00Z
2022,8,5,929,930,-1,1213,1240,-27,AS,33,N251AK,JFK,SEA,324,2422,9,30,2022-08-05T09:00:00Z
2022,8,5,929,936,-7,1037,1105,-28,B6,233,N216JB,EWR,BOS,46,200,9,36,2022-08-05T09:00:00Z
2022,8,5,929,800,89,1348,1154,114,B6,542,N580JB,JFK,BQN,221,1576,8,0,2022-08-05T08:00:00Z
2022,8,5,930,855,35,1116,1055,21,B6,596,N584JB,JFK,DTW,80,509,8,55,2022-08-05T08:00:00Z
2022,8,5,930,927,3,1037,1048,-11,UA,529,N495UA,EWR,BOS,46,200,9,27,2022-08-05T09:00:00Z
2022,8,5,933,730,123,1041,859,102,9E,1140,N923XJ,LGA,BUF,47,292,7,30,2022-08-05T07:00:00Z
2022,8,5,933,940,-7,1043,1108,-25,9E,1187,N371CA,LGA,ACK,44,202,9,40,2022-08-05T09:00:00Z
2022,8,5,935,830,65,1047,1005,42,AA,92,N977NN,LGA,ORD,109,733,8,30,2022-08-05T08:00:00Z
2022,8,5,935,850,45,1101,1015,46,YX,1282,N238JQ,JFK,DCA,55,213,8,50,2022-08-05T08:00:00Z
2022,8,5,937,940,-3,1251,1257,-6,AS,8,N928VA,JFK,SFO,318,2586,9,40,2022-08-05T09:00:00Z
2022,8,5,937,941,-4,1125,1132,-7,YX,932,N453YX,JFK,CLE,73,425,9,41,2022-08-05T09:00:00Z
2022,8,5,940,929,11,1130,1149,-19,YX,859,N636RW,EWR,AVL,85,583,9,29,2022-08-05T09:00:00Z
2022,8,5,941,945,-4,1138,1204,-26,B6,570,N559JB,JFK,PHX,264,2153,9,45,2022-08-05T09:00:00Z
2022,8,5,942,850,52,1109,1035,34,UA,438,N77258,EWR,CLE,59,404,8,50,2022-08-05T08:00:00Z
2022,8,5,944,945,-1,1208,1201,7,B6,658,N760JB,LGA,MSY,147,1183,9,45,2022-08-05T09:00:00Z
2022,8,5,944,946,-2,1147,1213,-26,UA,202,N37267,EWR,LAS,280,2227,9,46,2022-08-05T09:00:00Z
2022,8,5,944,910,34,1107,1047,20,YX,884,N403YX,LGA,PIT,60,335,9,10,2022-08-05T09:00:00Z
2022,8,5,945,945,0,1147,1158,-11,9E,999,N928XJ,JFK,IND,91,665,9,45,2022-08-05T09:00:00Z
2022,8,5,946,945,1,1212,1240,-28,WN,746,N404WN,LGA,TPA,131,1010,9,45,2022-08-05T09:00:00Z
2022,8,5,946,929,17,1131,1112,19,YX,861,N733YX,EWR,BNA,123,748,9,29,2022-08-05T09:00:00Z
2022,8,5,946,954,-8,1123,1158,-35,YX,773,N744YX,EWR,CMH,69,463,9,54,2022-08-05T09:00:00Z
2022,8,5,949,935,14,1232,1235,-3,B6,564,N986JB,JFK,LAX,299,2475,9,35,2022-08-05T09:00:00Z
2022,8,5,951,955,-4,1128,1146,-18,YX,1211,N235JQ,JFK,CMH,71,483,9,55,2022-08-05T09:00:00Z
2022,8,5,951,955,-4,1141,1219,-38,YX,828,N855RW,EWR,IND,86,645,9,55,2022-08-05T09:00:00Z
2022,8,5,952,959,-7,1125,1148,-23,9E,1021,N308PQ,JFK,CLE,70,425,9,59,2022-08-05T09:00:00Z
2022,8,5,953,1000,-7,1055,1118,-23,AA,569,N812AW,LGA,DCA,42,214,10,0,2022-08-05T10:00:00Z
2022,8,5,954,955,-1,1140,1145,-5,G4,687,238NV,EWR,TYS,85,631,9,55,2022-08-05T09:00:00Z
2022,8,5,954,959,-5,1231,1248,-17,B6,43,N976JT,JFK,SAN,295,2446,9,59,2022-08-05T09:00:00Z
2022,8,5,954,945,9,1057,1059,-2,B6,622,N307JB,LGA,ACK,43,202,9,45,2022-08-05T09:00:00Z
2022,8,5,955,950,5,1203,1218,-15,9E,1053,N184GJ,JFK,SAV,104,718,9,50,2022-08-05T09:00:00Z
2022,8,5,955,1000,-5,1230,1300,-30,UA,150,N13138,JFK,LAX,304,2475,10,0,2022-08-05T10:00:00Z
2022,8,5,958,1000,-2,1447,1500,-13,HA,12,N396HA,JFK,HNL,621,4983,10,0,2022-08-05T10:00:00Z
2022,8,5,958,755,123,1108,921,107,NK,340,N631NK,EWR,BNA,108,748,7,55,2022-08-05T07:00:00Z
2022,8,5,958,1000,-2,1104,1115,-11,B6,298,N179JB,JFK,BOS,45,187,10,0,2022-08-05T10:00:00Z
2022,8,5,959,959,0,1244,1312,-28,NK,241,N676NK,LGA,FLL,139,1076,9,59,2022-08-05T09:00:00Z
2022,8,5,959,1000,-1,1402,1359,3,UA,45,N69816,EWR,SJU,221,1608,10,0,2022-08-05T10:00:00Z
2022,8,5,959,1000,-1,1102,1131,-29,YX,1222,N207JQ,LGA,BOS,39,184,10,0,2022-08-05T10:00:00Z
2022,8,5,1000,959,1,1211,1226,-15,UA,355,N14704,EWR,ATL,98,746,9,59,2022-08-05T09:00:00Z
2022,8,5,1001,1855,906,1139,2105,874,9E,1083,N917XJ,LGA,DSM,128,1031,18,55,2022-08-05T18:00:00Z
2022,8,5,1004,1005,-1,1114,1143,-29,UA,517,N408UA,LGA,ORD,106,733,10,5,2022-08-05T10:00:00Z
2022,8,5,1006,959,7,1203,1226,-23,9E,979,N200PQ,LGA,TVC,96,655,9,59,2022-08-05T09:00:00Z
2022,8,5,1008,949,19,1254,1300,-6,B6,667,N659JB,JFK,MIA,142,1089,9,49,2022-08-05T09:00:00Z
2022,8,5,1009,1010,-1,1201,1225,-24,AA,630,N581UW,EWR,PHX,259,2133,10,10,2022-08-05T10:00:00Z
2022,8,5,1010,909,61,1210,1133,37,9E,1056,N305PQ,LGA,GRR,95,618,9,9,2022-08-05T09:00:00Z
2022,8,5,1010,1016,-6,1203,1232,-29,UA,527,N37532,EWR,DEN,202,1605,10,16,2022-08-05T10:00:00Z
2022,8,5,1011,959,12,1120,1125,-5,9E,1150,N302PQ,JFK,ORF,48,290,9,59,2022-08-05T09:00:00Z
2022,8,5,1011,1015,-4,1112,1137,-25,B6,159,N197JB,LGA,BOS,39,184,10,15,2022-08-05T10:00:00Z
2022,8,5,1011,930,41,1216,1148,28,B6,699,N346JB,LGA,SAV,99,722,9,30,2022-08-05T09:00:00Z
2022,8,5,1014,1015,-1,1221,1235,-14,9E,1127,N295PQ,LGA,CVG,92,585,10,15,2022-08-05T10:00:00Z
2022,8,5,1014,955,19,1113,1115,-2,WN,724,N7828A,LGA,MDW,104,725,9,55,2022-08-05T09:00:00Z
2022,8,5,1017,1900,917,1256,2124,932,9E,1143,N330PQ,JFK,CVG,85,589,19,0,2022-08-05T19:00:00Z
2022,8,5,1017,900,77,1218,1136,42,B6,153,N768JB,JFK,ATL,105,760,9,0,2022-08-05T09:00:00Z
2022,8,5,1018,1018,0,1245,1257,-12,UA,79,N35204,EWR,DFW,179,1372,10,18,2022-08-05T10:00:00Z
2022,8,5,1020,1029,-9,1124,1202,-38,9E,1110,N601LR,LGA,BTV,45,258,10,29,2022-08-05T10:00:00Z
2022,8,5,1022,1022,0,1212,1253,-41,9E,1182,N298PQ,LGA,OMA,149,1148,10,22,2022-08-05T10:00:00Z
2022,8,5,1023,900,83,1437,1301,96,B6,145,N804JB,JFK,SJU,229,1598,9,0,2022-08-05T09:00:00Z
2022,8,5,1023,959,24,1208,1206,2,B6,640,N556JB,LGA,CHS,87,641,9,59,2022-08-05T09:00:00Z
2022,8,5,1023,1030,-7,1142,1149,-7,YX,779,N742YX,EWR,PWM,48,284,10,30,2022-08-05T10:00:00Z
2022,8,5,1024,1025,-1,1322,1351,-29,DL,76,N174DN,JFK,SFO,315,2586,10,25,2022-08-05T10:00:00Z
2022,8,5,1025,947,38,1150,1133,17,9E,1032,N131EV,EWR,RDU,62,416,9,47,2022-08-05T09:00:00Z
2022,8,5,1026,1030,-4,1129,1146,-17,9E,1120,N146PQ,JFK,BWI,39,184,10,30,2022-08-05T10:00:00Z
2022,8,5,1026,1030,-4,1147,1206,-19,AA,108,N946AN,LGA,ORD,107,733,10,30,2022-08-05T10:00:00Z
2022,8,5,1026,1029,-3,1251,1314,-23,UA,500,N17254,EWR,IAH,175,1400,10,29,2022-08-05T10:00:00Z
2022,8,5,1028,1030,-2,1236,1318,-42,UA,512,N12010,EWR,LAX,284,2454,10,30,2022-08-05T10:00:00Z
2022,8,5,1028,1029,-1,1215,1233,-18,YX,792,N631RW,EWR,GSP,83,594,10,29,2022-08-05T10:00:00Z
2022,8,5,1029,1030,-1,1259,1317,-18,AA,303,N932NN,EWR,DFW,176,1372,10,30,2022-08-05T10:00:00Z
2022,8,5,1029,950,39,1139,1113,26,YX,1204,N209JQ,JFK,BOS,38,187,9,50,2022-08-05T09:00:00Z
2022,8,5,1030,1030,0,1311,1348,-37,B6,45,N629JB,EWR,FLL,139,1065,10,30,2022-08-05T10:00:00Z
2022,8,5,1030,1030,0,1321,1355,-34,B6,111,N929JB,JFK,SFO,320,2586,10,30,2022-08-05T10:00:00Z
2022,8,5,1031,1030,1,1326,1324,2,AA,53,N107NN,JFK,LAX,309,2475,10,30,2022-08-05T10:00:00Z
2022,8,5,1031,1025,6,1310,1322,-12,B6,30,N607JB,JFK,TPA,132,1005,10,25,2022-08-05T10:00:00Z
2022,8,5,1034,1030,4,1218,1230,-12,AA,540,N955NN,LGA,CLT,79,544,10,30,2022-08-05T10:00:00Z
2022,8,5,1034,1035,-1,1134,1203,-29,YX,1292,N226JQ,LGA,DCA,41,214,10,35,2022-08-05T10:00:00Z
2022,8,5,1038,959,39,1344,1308,36,AA,71,N342RX,JFK,MIA,157,1089,9,59,2022-08-05T09:00:00Z
2022,8,5,1038,1020,18,1313,1310,3,DL,87,N189DN,JFK,LAX,302,2475,10,20,2022-08-05T10:00:00Z
2022,8,5,1039,1044,-5,1200,1223,-23,9E,1129,N482PX,LGA,RIC,55,292,10,44,2022-08-05T10:00:00Z
2022,8,5,1039,1045,-6,1226,1245,-19,WN,368,N472WN,LGA,MCI,146,1107,10,45,2022-08-05T10:00:00Z
2022,8,5,1039,910,89,1302,1104,118,YX,958,N826MD,LGA,ILM,69,500,9,10,2022-08-05T09:00:00Z
2022,8,5,1040,945,55,1225,1150,35,9E,1197,N304PQ,EWR,CVG,87,569,9,45,2022-08-05T09:00:00Z
2022,8,5,1040,1045,-5,1138,1202,-24,UA,475,N462UA,EWR,BOS,38,200,10,45,2022-08-05T10:00:00Z
2022,8,5,1041,1000,41,1310,1302,8,UA,534,N27965,EWR,SFO,297,2565,10,0,2022-08-05T10:00:00Z
2022,8,5,1041,1020,21,1149,1150,-1,YX,847,N743YX,LGA,IAD,45,229,10,20,2022-08-05T10:00:00Z
2022,8,5,1041,1050,-9,1145,1157,-12,YX,845,N739YX,EWR,PVD,36,160,10,50,2022-08-05T10:00:00Z
2022,8,5,1042,1030,12,1427,1428,-1,B6,713,N606JB,JFK,SJU,201,1598,10,30,2022-08-05T10:00:00Z
2022,8,5,1042,850,112,1233,1053,100,YX,824,N721YX,EWR,DTW,79,488,8,50,2022-08-05T08:00:00Z
2022,8,5,1043,1035,8,1244,1310,-26,WN,274,N953WN,LGA,ATL,107,762,10,35,2022-08-05T10:00:00Z
2022,8,5,1044,1050,-6,1210,1222,-12,NK,215,N682NK,EWR,PIT,50,319,10,50,2022-08-05T10:00:00Z
2022,8,5,1047,830,137,1252,1100,112,DL,558,N364DX,LGA,ATL,104,762,8,30,2022-08-05T08:00:00Z
2022,8,5,1047,1017,30,1225,1219,6,9E,1006,N606LR,LGA,MYR,78,563,10,17,2022-08-05T10:00:00Z
2022,8,5,1048,1050,-2,1236,1315,-39,YX,1205,N216JQ,LGA,MCI,147,1107,10,50,2022-08-05T10:00:00Z
2022,8,5,1049,1057,-8,1314,1351,-37,UA,194,N27253,EWR,TPA,129,997,10,57,2022-08-05T10:00:00Z
2022,8,5,1050,1050,0,1404,1341,23,DL,316,N128DN,JFK,MCO,138,944,10,50,2022-08-05T10:00:00Z
2022,8,5,1050,1050,0,1218,1245,-27,YX,1284,N222JQ,LGA,CLE,64,419,10,50,2022-08-05T10:00:00Z
